schema_version,dataset_fingerprint,assignment_id,reviewer_id,annotation_status,packet_order,evidence_id,display_order,candidate_id,formality_score,evidence_grounding_score,answerability_score,packet_skipped,skip_reason,notes,started_at,completed_at,active_seconds,question,options,correct,answer,video_1_user,video_1_source,video_2_user,video_2_source,evidence_reviewed,source_csv
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,2,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11240000_A2_A4_0-1,5,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11240000_A2_A4_0-1::candidate_05,2,1,1,false,,,Fri Aug 07 2026 20:43:46 GMT-0400 (Eastern Daylight Time),Fri Aug 07 2026 20:57:01 GMT-0400 (Eastern Daylight Time),796,"I was looking at the whiteboard with the magnets, but I couldn't see who else was around the table. Which of the people I was sitting with was wearing a white shirt?","[""The person with dark hair sitting across from me"",""The person with pink hair sitting next to me"",""The person standing in the doorway"",""The person sitting to my right"",""The person standing by the refrigerator""]",A,The person with dark hair sitting across from me,Alice,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A2_ALICE/DAY1/DAY1_A2_ALICE_11240000.mp4,Lucia,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY1/DAY1_A4_LUCIA_11240000.mp4,true,day1_4_annotated_20
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,2,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11240000_A2_A4_0-1,6,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11240000_A2_A4_0-1::candidate_01,2,1,1,false,,,Fri Aug 07 2026 20:43:46 GMT-0400 (Eastern Daylight Time),Fri Aug 07 2026 20:57:01 GMT-0400 (Eastern Daylight Time),796,"I was looking at the whiteboard with the red and blue magnets, but I couldn't see what was placed right next to it on the table. What was the colorful object sitting on the table beside the whiteboard?","[""a vase of pink flowers"",""a stack of white napkins"",""a black circular bag"",""a blue portable speaker"",""a clear glass pitcher""]",A,a vase of pink flowers,Alice,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A2_ALICE/DAY1/DAY1_A2_ALICE_11240000.mp4,Lucia,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY1/DAY1_A4_LUCIA_11240000.mp4,true,day1_4_annotated_20
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,3,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11293000_A4_A5_0-1,1,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11293000_A4_A5_0-1::candidate_03,2,1,1,false,,,Fri Aug 07 2026 20:57:02 GMT-0400 (Eastern Daylight Time),Fri Aug 07 2026 23:06:42 GMT-0400 (Eastern Daylight Time),7785,I was sitting at the table with the checkered cloth and noticed the person in the peach shirt standing near the whiteboard. What were they holding in their hands?,"[""A black marker"",""A stack of papers"",""A tablet device"",""A closed book"",""A remote control""]",C,A tablet device,Lucia,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY1/DAY1_A4_LUCIA_11293000.mp4,Katrina,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A5_KATRINA/DAY1/DAY1_A5_KATRINA_11293000.mp4,true,day1_4_annotated_20
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,3,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11293000_A4_A5_0-1,2,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11293000_A4_A5_0-1::candidate_05,2,1,1,false,,,Fri Aug 07 2026 20:57:02 GMT-0400 (Eastern Daylight Time),Fri Aug 07 2026 23:06:42 GMT-0400 (Eastern Daylight Time),7785,"I noticed there was a tall red refrigerator in the room, but from my seat, I couldn't see the wall behind the table where the person in the white shirt was sitting. What was hanging on that wall?","[""a single large framed painting"",""a horizontal strip of small photos"",""a large world map"",""a set of decorative shelves"",""a calendar""]",B,a horizontal strip of small photos,Lucia,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY1/DAY1_A4_LUCIA_11293000.mp4,Katrina,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A5_KATRINA/DAY1/DAY1_A5_KATRINA_11293000.mp4,true,day1_4_annotated_20
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,3,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11293000_A4_A5_0-1,3,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11293000_A4_A5_0-1::candidate_01,2,3,1,false,,,Fri Aug 07 2026 20:57:02 GMT-0400 (Eastern Daylight Time),Fri Aug 07 2026 23:06:42 GMT-0400 (Eastern Daylight Time),7785,"I was looking at the person in the peach shirt standing by the whiteboard, and I noticed something bright pink on the table right in front of them. What was that item?","[""A stack of white boxes"",""A black rectangular case"",""A vase of pink flowers"",""A whiteboard marker"",""A blue water bottle""]",C,A vase of pink flowers,Lucia,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY1/DAY1_A4_LUCIA_11293000.mp4,Katrina,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A5_KATRINA/DAY1/DAY1_A5_KATRINA_11293000.mp4,true,day1_4_annotated_20
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,3,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11293000_A4_A5_0-1,4,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11293000_A4_A5_0-1::candidate_02,2,1,1,false,,,Fri Aug 07 2026 20:57:02 GMT-0400 (Eastern Daylight Time),Fri Aug 07 2026 23:06:42 GMT-0400 (Eastern Daylight Time),7785,I was sitting at the table with the checkered cloth and noticed the person in the peach shirt standing near the whiteboard. What were they holding in their hands?,"[""A black marker"",""A stack of papers"",""A tablet device"",""A closed book"",""A remote control""]",C,A tablet device,Lucia,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY1/DAY1_A4_LUCIA_11293000.mp4,Katrina,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A5_KATRINA/DAY1/DAY1_A5_KATRINA_11293000.mp4,true,day1_4_annotated_20
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,3,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11293000_A4_A5_0-1,5,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11293000_A4_A5_0-1::candidate_06,2,1,1,false,,,Fri Aug 07 2026 20:57:02 GMT-0400 (Eastern Daylight Time),Fri Aug 07 2026 23:06:42 GMT-0400 (Eastern Daylight Time),7785,"From my seat, I could see the person in the blue shirt and the person in the black top, but I couldn't see the wall behind the person in the white shirt sitting next to the television. What was hanging on that wall?","[""a horizontal strip of small photos"",""a single large framed painting"",""a large world map"",""a set of decorative shelves"",""a calendar""]",A,a horizontal strip of small photos,Lucia,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY1/DAY1_A4_LUCIA_11293000.mp4,Katrina,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A5_KATRINA/DAY1/DAY1_A5_KATRINA_11293000.mp4,true,day1_4_annotated_20
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,3,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11293000_A4_A5_0-1,6,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11293000_A4_A5_0-1::candidate_04,2,1,1,false,,,Fri Aug 07 2026 20:57:02 GMT-0400 (Eastern Daylight Time),Fri Aug 07 2026 23:06:42 GMT-0400 (Eastern Daylight Time),7785,"I remember seeing a small vase of pink flowers on the table, but I couldn't quite tell what was sitting directly beside it. What was the white box-like object next to the flowers?","[""a stack of white envelopes"",""a box of tissues"",""a container of sugar packets"",""a stack of white index cards"",""a small white speaker""]",B,a box of tissues,Lucia,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY1/DAY1_A4_LUCIA_11293000.mp4,Katrina,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A5_KATRINA/DAY1/DAY1_A5_KATRINA_11293000.mp4,true,day1_4_annotated_20
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,4,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11333000_A5_A6_0-1,1,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11333000_A5_A6_0-1::candidate_06,2,3,1,false,,,Fri Aug 07 2026 23:06:47 GMT-0400 (Eastern Daylight Time),Sun Aug 09 2026 01:46:31 GMT-0400 (Eastern Daylight Time),2256,"I see the person in the orange shirt standing near the whiteboard, but from my angle, I can't tell where they are standing in relation to the group at the table. Are they standing at the head of the table where the whiteboard is, or are they at the side of the table near the window?","[""Standing at the head of the table near the whiteboard"",""Standing at the side of the table near the window"",""Standing at the foot of the table near the door"",""Standing behind the person in the white shirt"",""Standing behind the person in the dark shirt""]",A,Standing at the head of the table near the whiteboard,Katrina,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A5_KATRINA/DAY1/DAY1_A5_KATRINA_11333000.mp4,Shure,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY1/DAY1_A6_SHURE_11333000.mp4,true,day1_4_annotated_20
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,4,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11333000_A5_A6_0-1,2,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11333000_A5_A6_0-1::candidate_02,2,1,1,false,,,Fri Aug 07 2026 23:06:47 GMT-0400 (Eastern Daylight Time),Sun Aug 09 2026 01:46:31 GMT-0400 (Eastern Daylight Time),2256,"I was looking at the person in the peach shirt standing near the doorway, but I couldn't see what they were holding. What item was the person in the peach shirt holding in their hand?","[""A white marker"",""A whiteboard eraser"",""A smartphone"",""A pen"",""A paper document""]",C,A smartphone,Katrina,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A5_KATRINA/DAY1/DAY1_A5_KATRINA_11333000.mp4,Shure,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY1/DAY1_A6_SHURE_11333000.mp4,true,day1_4_annotated_20
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,4,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11333000_A5_A6_0-1,3,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11333000_A5_A6_0-1::candidate_04,3,3,2,false,,,Fri Aug 07 2026 23:06:47 GMT-0400 (Eastern Daylight Time),Sun Aug 09 2026 01:46:31 GMT-0400 (Eastern Daylight Time),2256,"I noticed the whiteboard next to the table has some lists and diagrams on it. From where I was sitting, I couldn't quite tell if the writing was on the left or right side, or if there were any other specific details. What exactly was written on the whiteboard?","[""A numbered list of items with blue and red magnets on the left"",""A large flowchart diagram with arrows pointing to the right"",""A schedule of events with times written in black marker"",""A grocery list with prices written on the right side"",""A drawing of a house with a red roof""]",A,A numbered list of items with blue and red magnets on the left,Katrina,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A5_KATRINA/DAY1/DAY1_A5_KATRINA_11333000.mp4,Shure,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY1/DAY1_A6_SHURE_11333000.mp4,true,day1_4_annotated_20
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,4,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11333000_A5_A6_0-1,4,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11333000_A5_A6_0-1::candidate_01,2,2,1,false,,,Fri Aug 07 2026 23:06:47 GMT-0400 (Eastern Daylight Time),Sun Aug 09 2026 01:46:31 GMT-0400 (Eastern Daylight Time),2256,"I'm trying to remember where the person in the peach-colored shirt was standing in relation to the room with the window, when I was looking at the whiteboard from my seat at the table.","[""Standing in the room with the window, near the kitchen counter"",""Standing in the same room as the table, near the doorway"",""Sitting at the table next to the person in the dark shirt"",""Sitting at the table next to the person in the light shirt"",""Standing in the same room as the table, near the whiteboard""]",B,"Standing in the same room as the table, near the doorway",Katrina,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A5_KATRINA/DAY1/DAY1_A5_KATRINA_11333000.mp4,Shure,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY1/DAY1_A6_SHURE_11333000.mp4,true,day1_4_annotated_20
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,4,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11333000_A5_A6_0-1,5,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11333000_A5_A6_0-1::candidate_03,2,1,1,false,,,Fri Aug 07 2026 23:06:47 GMT-0400 (Eastern Daylight Time),Sun Aug 09 2026 01:46:31 GMT-0400 (Eastern Daylight Time),2256,"I saw someone standing up by the doorway, but from my angle, I couldn't tell what they were holding in their hand. What item was the person in the peach shirt holding?","[""A smartphone"",""A whiteboard marker"",""A piece of paper"",""A black pen"",""A whiteboard eraser""]",A,A smartphone,Katrina,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A5_KATRINA/DAY1/DAY1_A5_KATRINA_11333000.mp4,Shure,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY1/DAY1_A6_SHURE_11333000.mp4,true,day1_4_annotated_20
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,4,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11333000_A5_A6_0-1,6,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11333000_A5_A6_0-1::candidate_05,2,3,2,false,,,Fri Aug 07 2026 23:06:47 GMT-0400 (Eastern Daylight Time),Sun Aug 09 2026 01:46:31 GMT-0400 (Eastern Daylight Time),2256,"I saw someone standing by the whiteboard during our session, but I couldn't see the rest of the room. What color was the refrigerator visible in the background near the window?","[""It was a silver stainless steel refrigerator."",""It was a white refrigerator with a water dispenser."",""It was a bright red refrigerator."",""It was a black refrigerator next to the door."",""There was no refrigerator in that area.""]",C,It was a bright red refrigerator.,Katrina,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A5_KATRINA/DAY1/DAY1_A5_KATRINA_11333000.mp4,Shure,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY1/DAY1_A6_SHURE_11333000.mp4,true,day1_4_annotated_20
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,5,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11363000_A4_A6_0-1,1,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11363000_A4_A6_0-1::candidate_06,2,2,1,false,,,Sun Aug 09 2026 01:46:35 GMT-0400 (Eastern Daylight Time),Sun Aug 09 2026 01:51:03 GMT-0400 (Eastern Daylight Time),270,I see that person in the white shirt standing at the table with the long cardboard box. What item did they pull out of the box that wasn't a bouquet of flowers?,"[""A pair of black scissors"",""A roll of blue and white wrapping paper"",""A bundle of green stems"",""A long brown cardboard box"",""A black camera case""]",B,A roll of blue and white wrapping paper,Lucia,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY1/DAY1_A4_LUCIA_11363000.mp4,Shure,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY1/DAY1_A6_SHURE_11363000.mp4,true,day1_4_annotated_20
