"schema_version","dataset_fingerprint","assignment_id","reviewer_id","annotation_status","packet_order","evidence_id","display_order","candidate_id","formality_score","evidence_grounding_score","answerability_score","fea_total_score","aggregate_rank","packet_skipped","skip_reason","notes","started_at","completed_at","active_seconds","question","options","correct","answer","video_1_user","video_1_source","video_2_user","video_2_source"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","2","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11090000_A1_A6_0-1","5","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11090000_A1_A6_0-1::candidate_03","1","1","2","4","6","false","","","2026-08-06T14:26:13.434Z","2026-08-06T19:41:49.922Z","17194","I'm looking at the stickers on my laptop while lying in bed, but I can't see the whole thing clearly. What's the specific brand sticker on the laptop sitting on the desk in the room with the projector screen?","[""A sticker for a bubble tea shop"",""A sticker for a coffee chain"",""A sticker for a tech company"",""A sticker for a video game console"",""A sticker for a clothing brand""]","A","A sticker for a bubble tea shop","Jake","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY5/DAY5_A1_JAKE_11090000.mp4","Shure","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY5/DAY5_A6_SHURE_11090000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","2","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11090000_A1_A6_0-1","6","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11090000_A1_A6_0-1::candidate_04","1","2","2","5","3","false","","","2026-08-06T14:26:13.434Z","2026-08-06T19:41:49.922Z","17194","While I was lying on the bed looking at my laptop, the screen was just dark and I couldn't see the display. Could you tell me what was actually showing on the screen of the laptop sitting on the desk in the room with the projector screen?","[""A blank black screen with no content visible"",""A web browser displaying a page with text and images"",""A video player with a movie currently playing"",""A photo gallery showing a collection of pictures"",""The operating system desktop with just the background wallpaper""]","B","A web browser displaying a page with text and images","Jake","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY5/DAY5_A1_JAKE_11090000.mp4","Shure","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY5/DAY5_A6_SHURE_11090000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","3","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11093000_A1_A6_0-1","1","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11093000_A1_A6_0-1::candidate_05","1","1","1","3","6","false","","","2026-08-06T19:42:28.706Z","2026-08-06T19:52:04.957Z","533","I was lying in bed with a laptop and saw a bunch of clutter on the mattress near the wall, but the angle made it hard to tell what everything was. From your view at the desk, could you see that pile? What specific items were sitting on the bed right next to the white and blue boxes?","[""A pair of black-rimmed glasses and a large white bottle with a red cap"",""A grey messenger bag and a pair of black-rimmed glasses"",""A grey messenger bag and a large white bottle with a red cap"",""A grey messenger bag and a black laptop"",""A black laptop and a pair of black-rimmed glasses""]","B","A grey messenger bag and a pair of black-rimmed glasses","Jake","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY5/DAY5_A1_JAKE_11093000.mp4","Shure","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY5/DAY5_A6_SHURE_11093000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","3","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11093000_A1_A6_0-1","2","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11093000_A1_A6_0-1::candidate_03","3","1","2","6","2","false","","","2026-08-06T19:42:28.706Z","2026-08-06T19:52:04.957Z","533","I could see the desk with the orange mat and the white bottle from my bed, but I couldn't quite make out what else was sitting right next to the bottle. What item was lying on the mat beside it?","[""A pair of black-framed glasses"",""A white smartphone"",""A silver pen"",""A folded white piece of paper"",""A pair of wireless earbuds""]","A","A pair of black-framed glasses","Jake","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY5/DAY5_A1_JAKE_11093000.mp4","Shure","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY5/DAY5_A6_SHURE_11093000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","3","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11093000_A1_A6_0-1","3","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11093000_A1_A6_0-1::candidate_04","2","3","2","7","1","false","","","2026-08-06T19:42:28.706Z","2026-08-06T19:52:04.957Z","533","I saw a laptop screen in my bedroom, but I'm trying to remember where the other laptop was set up. Was it on the desk with the orange mat and the white bottle, or somewhere else?","[""On a desk with an orange mat and a white bottle"",""On a small white table near the doorway"",""On the floor next to the bed"",""On a chair in the corner of the room"",""On the windowsill near the curtains""]","A","On a desk with an orange mat and a white bottle","Jake","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY5/DAY5_A1_JAKE_11093000.mp4","Shure","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY5/DAY5_A6_SHURE_11093000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","3","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11093000_A1_A6_0-1","4","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11093000_A1_A6_0-1::candidate_02","2","1","2","5","3","false","","","2026-08-06T19:42:28.706Z","2026-08-06T19:52:04.957Z","533","I saw the laptop on the desk with the orange mat in the other room while I was lying on the bed. What white object was sitting right next to the laptop on that desk?","[""A white bottle with a red cap"",""A white ceramic mug"",""A pair of white wireless earbuds"",""A white smartphone"",""A white piece of paper""]","A","A white bottle with a red cap","Jake","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY5/DAY5_A1_JAKE_11093000.mp4","Shure","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY5/DAY5_A6_SHURE_11093000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","3","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11093000_A1_A6_0-1","5","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11093000_A1_A6_0-1::candidate_06","1","1","1","3","5","false","","","2026-08-06T19:42:28.706Z","2026-08-06T19:52:04.957Z","533","I was lying on the bed with my laptop and saw a desk nearby with a white bottle on it, but I couldn't tell exactly what brand it was from this angle. Looking at the desk from your perspective, what brand name is written on the label of that white bottle with the red cap?","[""A bottle with a label that says Nivea"",""A bottle with a label that says Vaseline"",""A bottle with a label that says Listerine"",""A bottle with a label that says Aquafresh"",""A bottle with a label that says Johnson's""]","C","A bottle with a label that says Listerine","Jake","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY5/DAY5_A1_JAKE_11093000.mp4","Shure","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY5/DAY5_A6_SHURE_11093000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","3","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11093000_A1_A6_0-1","6","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11093000_A1_A6_0-1::candidate_01","2","1","2","5","4","false","","","2026-08-06T19:42:28.706Z","2026-08-06T19:52:04.957Z","533","I saw a laptop being used on the desk in the other room while I was lying on the bed. Was that laptop sitting on a plain wooden surface or on a desk with an orange mat?","[""Sitting on a plain wooden surface"",""Sitting on a desk with an orange mat"",""Sitting on a glass table"",""Sitting on a white plastic tray"",""Sitting on a metal folding table""]","B","Sitting on a desk with an orange mat","Jake","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY5/DAY5_A1_JAKE_11093000.mp4","Shure","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY5/DAY5_A6_SHURE_11093000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","4","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11110000_A1_A6_0-1","1","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11110000_A1_A6_0-1::candidate_01","1","3","2","6","3","false","","","2026-08-06T19:42:59.482Z","2026-08-06T20:07:38.941Z","944","I was eating something while standing in the living room with the girl in the red pants. What was the person in the other room doing at the same time?","[""scrolling through a feed on a smartphone"",""typing on a laptop keyboard"",""watching a movie on the screen"",""drinking from a water bottle"",""cleaning a pair of glasses""]","A","scrolling through a feed on a smartphone","Jake","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY5/DAY5_A1_JAKE_11110000.mp4","Shure","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY5/DAY5_A6_SHURE_11110000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","4","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11110000_A1_A6_0-1","2","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11110000_A1_A6_0-1::candidate_06","2","1","1","4","6","false","","","2026-08-06T19:42:59.482Z","2026-08-06T20:07:38.941Z","944","I'm looking at the desk where I was sitting, and I see a white bottle with a red cap, a pair of glasses, and a laptop. Which of these items was also visible in the room where the person in red polka-dot pants was standing?","[""A white bottle with a red cap"",""A pair of glasses"",""A laptop"",""A whiteboard"",""A blue storage shelf""]","D","A whiteboard","Jake","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY5/DAY5_A1_JAKE_11110000.mp4","Shure","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY5/DAY5_A6_SHURE_11110000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","4","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11110000_A1_A6_0-1","3","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11110000_A1_A6_0-1::candidate_05","2","2","2","6","4","false","","","2026-08-06T19:42:59.482Z","2026-08-06T20:07:38.941Z","944","I was handing the small red object to the person in the red polka-dot pants standing in front of the projector screen. While I was doing that, what was the person sitting at the desk looking at?","[""A white bottle with a red cap on the desk"",""A laptop screen showing a document"",""A smartphone displaying a list of items"",""A pair of glasses resting on the desk"",""A white stool next to the desk""]","C","A smartphone displaying a list of items","Jake","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY5/DAY5_A1_JAKE_11110000.mp4","Shure","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY5/DAY5_A6_SHURE_11110000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","4","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11110000_A1_A6_0-1","4","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11110000_A1_A6_0-1::candidate_04","2","3","2","7","2","false","","","2026-08-06T19:42:59.482Z","2026-08-06T20:07:38.941Z","944","I was standing in the living room with the person in red polka-dot pants handing me a small red object. While I was holding that, what was the person sitting at the desk doing?","[""Scrolling through a list on a smartphone"",""Typing on the laptop keyboard"",""Reading a physical book"",""Drinking from a white bottle"",""Looking at a projector screen""]","A","Scrolling through a list on a smartphone","Jake","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY5/DAY5_A1_JAKE_11110000.mp4","Shure","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY5/DAY5_A6_SHURE_11110000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","4","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11110000_A1_A6_0-1","5","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11110000_A1_A6_0-1::candidate_02","2","1","2","5","5","false","","","2026-08-06T19:42:59.482Z","2026-08-06T20:07:38.941Z","944","I was sitting at my desk looking at my phone, but I couldn't see what was on the table right in front of me. What was the white bottle with a red cap sitting next to?","[""a pair of eyeglasses"",""a computer mouse"",""a black pen"",""a small notebook"",""a white mug""]","A","a pair of eyeglasses","Jake","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY5/DAY5_A1_JAKE_11110000.mp4","Shure","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY5/DAY5_A6_SHURE_11110000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","4","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11110000_A1_A6_0-1","6","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11110000_A1_A6_0-1::candidate_03","2","3","2","7","1","false","","","2026-08-06T19:42:59.482Z","2026-08-06T20:07:38.941Z","944","I was interacting with the girl in the living room, but I couldn't see what was on the desk in the other room. What was the white bottle with the red cap sitting next to?","[""a pair of eyeglasses"",""a computer mouse"",""a black pen"",""a small notebook"",""a white mug""]","A","a pair of eyeglasses","Jake","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY5/DAY5_A1_JAKE_11110000.mp4","Shure","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY5/DAY5_A6_SHURE_11110000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","5","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11120000_A1_A6_0-1","1","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11120000_A1_A6_0-1::candidate_02","1","3","2","6","1","false","","","2026-08-06T19:43:01.546Z","2026-08-06T20:18:10.479Z","608","I was in the living room looking around at the projector screen and the table, but I couldn't see the desk where you were working. What was the specific message or text displayed on your laptop screen?","[""A thank you for downloading confirmation"",""A web browser homepage with search bar"",""A spreadsheet with rows of data"",""A system update progress window"",""A video playback interface""]","A","A thank you for downloading confirmation","Jake","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY5/DAY5_A1_JAKE_11120000.mp4","Shure","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY5/DAY5_A6_SHURE_11120000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","5","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11120000_A1_A6_0-1","2","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11120000_A1_A6_0-1::candidate_06","2","1","2","5","3","false","","","2026-08-06T19:43:01.546Z","2026-08-06T20:18:10.479Z","608","I was walking around the living room with the white screen and saw a red soda can sitting on the desk. What message was displayed on the laptop screen right next to that can?","[""A video player interface"",""A thank you for downloading message"",""A social media news feed"",""A system update prompt"",""An email inbox view""]","B","A thank you for downloading message","Jake","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY5/DAY5_A1_JAKE_11120000.mp4","Shure","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY5/DAY5_A6_SHURE_11120000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","5","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11120000_A1_A6_0-1","3","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11120000_A1_A6_0-1::candidate_04","2","1","2","5","5","false","","","2026-08-06T19:43:01.546Z","2026-08-06T20:18:10.479Z","608","I was moving around the living room with the white screen, and I saw a red can sitting on the table with the flowers. What was the message on the laptop screen right next to it?","[""A video player interface"",""A thank you for downloading message"",""A social media news feed"",""A system update prompt"",""An email inbox view""]","B","A thank you for downloading message","Jake","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY5/DAY5_A1_JAKE_11120000.mp4","Shure","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY5/DAY5_A6_SHURE_11120000.mp4"
